time,station name,number of departures,departure number 1,description departure number 1,departure number 2,description departure number 2,departure number 3,description departure number 3,departure number 4,description departure number 4,departure number 5,description departure number 5,departure number 6,description departure number 6,departure number 7,description departure number 7,departure number 8,description departure number 8,number of arrivals,arrival number 1,description arrival number 1,arrival number 2,description arrival number 2,arrival number 3,description arrival number 3,arrival number 4,description arrival number 4,arrival number 5,description arrival number 5,arrival number 6,description arrival number 6,arrival number 7,description arrival number 7,arrival number 8,description arrival number 8,number of perturbations,perturbation number 1,perturbation number 2,perturbation number 3,perturbation number 4
201905022158,Les Gobelins,2,201905022201,2 mn,201905022211,12 mn,,,,,,,,,,,,,2,201905022218,19 mn,201905022219,20 mn,,,,,,,,,,,,,0,,,,
201905022158,Port Royal-Berthollet,2,201905022158,0 mn,201905022208,9 mn,,,,,,,,,,,,,2,201905022159,1 mn,201905022201,2 mn,,,,,,,,,,,,,0,,,,
201905022158,Port Royal-Saint Jacques,2,201905022205,7 mn,201905022212,14 mn,,,,,,,,,,,,,2,201905022158,A l'arret,201905022201,2 mn,,,,,,,,,,,,,0,,,,
201905022158,Observatoire-Port Royal,2,201905022204,6 mn,201905022211,13 mn,,,,,,,,,,,,,2,201905022158,A l'arret,201905022202,3 mn,,,,,,,,,,,,,0,,,,
201905022158,Campagne Premiere,2,201905022203,4 mn,201905022210,11 mn,,,,,,,,,,,,,2,201905022159,0 mn,201905022200,1 mn,,,,,,,,,,,,,0,,,,
201905022158,Vavin,2,201905022201,2 mn,201905022208,9 mn,,,,,,,,,,,,,2,201905022200,2 mn,201905022201,2 mn,,,,,,,,,,,,,0,,,,
201905022158,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905022202,3 mn,201905022202,3 mn,,,,,,,,,,,,,0,,,,
201905022158,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905022204,5 mn,201905022204,6 mn,,,,,,,,,,,,,0,,,,
201905022158,Gare Montparnasse,2,201905022202,3 mn,201905022212,13 mn,,,,,,,,,,,,,2,201905022205,6 mn,201905022206,7 mn,,,,,,,,,,,,,0,,,,
201905022158,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905022205,6 mn,201905022215,16 mn,,,,,,,,,,,,,0,,,,
201905022158,Montparnasse,2,201905022159,0 mn,201905022206,7 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022158,Montparnasse 2-Gare Tgv,2,201905022200,1 mn,201905022210,11 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022158,Strasbourg-Magenta,2,201905022201,2 mn,201905022203,4 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022158,Armorique-Musee Postal,2,201905022201,2 mn,201905022211,12 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022159,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905022208,9 mn,201905022210,10 mn,,,,,,,,,,,,,0,,,,
201905022159,Valenciennes,2,201905022159,A l'arret,201905022200,0 mn,,,,,,,,,,,,,2,201905022208,8 mn,201905022218,18 mn,,,,,,,,,,,,,0,,,,
201905022159,Gare de l'Est,2,201905022159,A l'arret,201905022204,4 mn,,,,,,,,,,,,,2,201905022159,A l'arret,201905022159,0 mn,,,,,,,,,,,,,0,,,,
201905022159,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905022159,0 mn,201905022200,1 mn,,,,,,,,,,,,,0,,,,
201905022159,Jacques Bonsergent,2,201905022159,A l'arret,201905022201,1 mn,,,,,,,,,,,,,2,201905022159,0 mn,201905022202,2 mn,,,,,,,,,,,,,0,,,,
201905022159,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905022201,1 mn,201905022203,4 mn,,,,,,,,,,,,,0,,,,
201905022159,Republique,2,201905022227,27 mn,201905022228,29 mn,,,,,,,,,,,,,2,201905022203,3 mn,201905022205,5 mn,,,,,,,,,,,,,0,,,,
201905022159,Jean-Pierre Timbaud,2,201905022225,25 mn,201905022226,26 mn,,,,,,,,,,,,,2,201905022201,1 mn,201905022205,5 mn,,,,,,,,,,,,,0,,,,
201905022159,Oberkampf-Filles du Calvaire,2,201905022223,23 mn,201905022224,24 mn,,,,,,,,,,,,,2,201905022202,3 mn,201905022206,6 mn,,,,,,,,,,,,,0,,,,
201905022159,Saint-Claude,2,201905022222,22 mn,201905022223,23 mn,,,,,,,,,,,,,2,201905022204,4 mn,201905022207,8 mn,,,,,,,,,,,,,0,,,,
201905022159,Saint-Gilles-Chemin Vert,2,201905022220,20 mn,201905022221,22 mn,,,,,,,,,,,,,2,201905022159,A l'arret,201905022200,0 mn,,,,,,,,,,,,,0,,,,
201905022159,Bastille-Beaumarchais,2,201905022218,18 mn,201905022219,20 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905022159,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905022202,2 mn,201905022203,4 mn,,,,,,,,,,,,,0,,,,
201905022159,Lyon-Ledru Rollin,2,201905022214,15 mn,201905022215,15 mn,,,,,,,,,,,,,2,201905022204,4 mn,201905022206,6 mn,,,,,,,,,,,,,0,,,,
201905022159,Gare de Lyon-Diderot,2,201905022212,12 mn,201905022213,13 mn,,,,,,,,,,,,,2,201905022207,7 mn,201905022208,8 mn,,,,,,,,,,,,,0,,,,
201905022159,Quai de la Rapee,2,201905022211,11 mn,201905022220,20 mn,,,,,,,,,,,,,2,201905022208,8 mn,201905022209,9 mn,,,,,,,,,,,,,0,,,,
201905022159,Gare d'Austerlitz,2,201905022206,7 mn,201905022215,15 mn,,,,,,,,,,,,,2,201905022210,11 mn,201905022212,12 mn,,,,,,,,,,,,,0,,,,
201905022159,Saint-Marcel-La Pitie,2,201905022205,5 mn,201905022213,14 mn,,,,,,,,,,,,,2,201905022213,13 mn,201905022215,15 mn,,,,,,,,,,,,,0,,,,
201905022159,Saint-Marcel-Jeanne d'Arc,2,201905022203,3 mn,201905022212,12 mn,,,,,,,,,,,,,2,201905022215,16 mn,201905022217,17 mn,,,,,,,,,,,,,0,,,,
201905022159,Les Gobelins,2,201905022202,2 mn,201905022210,11 mn,,,,,,,,,,,,,2,201905022217,17 mn,201905022218,19 mn,,,,,,,,,,,,,0,,,,
201905022159,Port Royal-Berthollet,2,201905022159,A l'arret,201905022207,8 mn,,,,,,,,,,,,,2,201905022201,1 mn,201905022220,20 mn,,,,,,,,,,,,,0,,,,
201905022159,Port Royal-Saint Jacques,2,201905022205,5 mn,201905022212,13 mn,,,,,,,,,,,,,2,201905022201,1 mn,201905022203,3 mn,,,,,,,,,,,,,0,,,,
201905022159,Observatoire-Port Royal,2,201905022204,4 mn,201905022211,12 mn,,,,,,,,,,,,,2,201905022159,A l'arret,201905022202,2 mn,,,,,,,,,,,,,0,,,,
201905022159,Campagne Premiere,2,201905022203,3 mn,201905022210,10 mn,,,,,,,,,,,,,2,201905022200,0 mn,201905022203,3 mn,,,,,,,,,,,,,0,,,,
201905022159,Vavin,2,201905022201,1 mn,201905022208,8 mn,,,,,,,,,,,,,2,201905022200,1 mn,201905022202,2 mn,,,,,,,,,,,,,0,,,,
201905022159,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905022201,2 mn,201905022203,3 mn,,,,,,,,,,,,,0,,,,
201905022159,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905022204,4 mn,201905022205,5 mn,,,,,,,,,,,,,0,,,,
201905022159,Gare Montparnasse,2,201905022202,2 mn,201905022212,12 mn,,,,,,,,,,,,,2,201905022205,5 mn,201905022206,6 mn,,,,,,,,,,,,,0,,,,
201905022159,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905022205,5 mn,201905022215,15 mn,,,,,,,,,,,,,0,,,,
201905022159,Montparnasse,2,201905022159,A l'arret,201905022206,6 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022159,Montparnasse 2-Gare Tgv,2,201905022200,0 mn,201905022210,10 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022159,Strasbourg-Magenta,2,201905022201,2 mn,201905022203,4 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022159,Armorique-Musee Postal,2,201905022201,1 mn,201905022211,11 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022200,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905022208,8 mn,201905022210,9 mn,,,,,,,,,,,,,0,,,,
201905022200,Valenciennes,2,201905022200,A l'arret,201905022200,A l'arret,,,,,,,,,,,,,2,201905022208,7 mn,201905022218,17 mn,,,,,,,,,,,,,0,,,,
201905022200,Gare de l'Est,2,201905022204,3 mn,201905022205,4 mn,,,,,,,,,,,,,2,201905022200,A l'arret,201905022210,10 mn,,,,,,,,,,,,,0,,,,
201905022200,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905022200,A l'arret,201905022200,0 mn,,,,,,,,,,,,,0,,,,
201905022200,Jacques Bonsergent,2,201905022229,28 mn,201905022231,30 mn,,,,,,,,,,,,,2,201905022202,2 mn,201905022203,2 mn,,,,,,,,,,,,,0,,,,
201905022200,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905022204,3 mn,201905022204,3 mn,,,,,,,,,,,,,0,,,,
201905022200,Republique,2,201905022227,26 mn,201905022228,28 mn,,,,,,,,,,,,,2,201905022202,1 mn,201905022205,4 mn,,,,,,,,,,,,,0,,,,
201905022200,Jean-Pierre Timbaud,2,201905022225,24 mn,201905022226,25 mn,,,,,,,,,,,,,2,201905022201,0 mn,201905022203,3 mn,,,,,,,,,,,,,0,,,,
201905022200,Oberkampf-Filles du Calvaire,2,201905022223,22 mn,201905022224,23 mn,,,,,,,,,,,,,2,201905022202,1 mn,201905022205,4 mn,,,,,,,,,,,,,0,,,,
201905022200,Saint-Claude,2,201905022221,21 mn,201905022223,22 mn,,,,,,,,,,,,,2,201905022204,3 mn,201905022206,6 mn,,,,,,,,,,,,,0,,,,
201905022200,Saint-Gilles-Chemin Vert,2,201905022220,19 mn,201905022221,21 mn,,,,,,,,,,,,,2,201905022205,4 mn,201905022208,7 mn,,,,,,,,,,,,,0,,,,
201905022200,Bastille-Beaumarchais,2,201905022218,17 mn,201905022219,19 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905022200,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905022202,1 mn,201905022203,2 mn,,,,,,,,,,,,,0,,,,
201905022200,Lyon-Ledru Rollin,2,201905022214,13 mn,201905022215,14 mn,,,,,,,,,,,,,2,201905022204,4 mn,201905022205,4 mn,,,,,,,,,,,,,0,,,,
201905022200,Gare de Lyon-Diderot,2,201905022212,11 mn,201905022213,12 mn,,,,,,,,,,,,,2,201905022207,6 mn,201905022208,7 mn,,,,,,,,,,,,,0,,,,
201905022200,Quai de la Rapee,2,201905022211,10 mn,201905022220,20 mn,,,,,,,,,,,,,2,201905022208,7 mn,201905022209,8 mn,,,,,,,,,,,,,0,,,,
201905022200,Gare d'Austerlitz,2,201905022206,5 mn,201905022216,15 mn,,,,,,,,,,,,,2,201905022211,10 mn,201905022211,11 mn,,,,,,,,,,,,,0,,,,
201905022200,Saint-Marcel-La Pitie,2,201905022205,4 mn,201905022214,14 mn,,,,,,,,,,,,,2,201905022213,13 mn,201905022214,13 mn,,,,,,,,,,,,,0,,,,
201905022200,Saint-Marcel-Jeanne d'Arc,2,201905022203,2 mn,201905022213,12 mn,,,,,,,,,,,,,2,201905022216,15 mn,201905022216,16 mn,,,,,,,,,,,,,0,,,,
201905022200,Les Gobelins,2,201905022201,1 mn,201905022211,10 mn,,,,,,,,,,,,,2,201905022217,17 mn,201905022218,17 mn,,,,,,,,,,,,,0,,,,
201905022200,Port Royal-Berthollet,2,201905022208,7 mn,201905022225,25 mn,,,,,,,,,,,,,2,201905022220,19 mn,201905022221,20 mn,,,,,,,,,,,,,0,,,,
201905022200,Port Royal-Saint Jacques,2,201905022206,5 mn,201905022223,22 mn,,,,,,,,,,,,,2,201905022201,0 mn,201905022202,1 mn,,,,,,,,,,,,,0,,,,
201905022200,Observatoire-Port Royal,2,201905022205,4 mn,201905022222,21 mn,,,,,,,,,,,,,2,201905022200,A l'arret,201905022201,1 mn,,,,,,,,,,,,,0,,,,
201905022200,Campagne Premiere,2,201905022204,3 mn,201905022221,20 mn,,,,,,,,,,,,,2,201905022201,0 mn,201905022203,2 mn,,,,,,,,,,,,,0,,,,
201905022200,Vavin,2,201905022201,0 mn,201905022219,18 mn,,,,,,,,,,,,,2,201905022202,1 mn,201905022204,3 mn,,,,,,,,,,,,,0,,,,
201905022200,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905022201,1 mn,201905022203,2 mn,,,,,,,,,,,,,0,,,,
201905022200,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905022204,3 mn,201905022205,5 mn,,,,,,,,,,,,,0,,,,
201905022200,Gare Montparnasse,2,201905022212,11 mn,201905022222,21 mn,,,,,,,,,,,,,2,201905022205,4 mn,201905022207,6 mn,,,,,,,,,,,,,0,,,,
201905022200,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905022205,4 mn,201905022215,14 mn,,,,,,,,,,,,,0,,,,
201905022200,Montparnasse,2,201905022217,16 mn,201905022226,25 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022200,Montparnasse 2-Gare Tgv,2,201905022210,9 mn,201905022220,19 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022200,Strasbourg-Magenta,2,201905022201,0 mn,201905022202,2 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022200,Armorique-Musee Postal,2,201905022211,10 mn,201905022221,20 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022201,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905022208,6 mn,201905022211,9 mn,,,,,,,,,,,,,0,,,,
201905022201,Valenciennes,2,201905022202,0 mn,201905022207,5 mn,,,,,,,,,,,,,2,201905022209,7 mn,201905022218,16 mn,,,,,,,,,,,,,0,,,,
201905022201,Gare de l'Est,2,201905022205,3 mn,201905022205,3 mn,,,,,,,,,,,,,2,201905022212,10 mn,201905022221,19 mn,,,,,,,,,,,,,0,,,,
201905022201,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905022201,A l'arret,201905022213,11 mn,,,,,,,,,,,,,0,,,,
201905022201,Jacques Bonsergent,2,201905022229,27 mn,201905022231,29 mn,,,,,,,,,,,,,2,201905022203,1 mn,201905022203,1 mn,,,,,,,,,,,,,0,,,,
201905022201,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905022205,3 mn,201905022205,3 mn,,,,,,,,,,,,,0,,,,
201905022201,Republique,2,201905022227,25 mn,201905022228,27 mn,,,,,,,,,,,,,2,201905022201,0 mn,201905022206,4 mn,,,,,,,,,,,,,0,,,,
201905022201,Jean-Pierre Timbaud,2,201905022225,23 mn,201905022226,24 mn,,,,,,,,,,,,,2,201905022201,0 mn,201905022203,1 mn,,,,,,,,,,,,,0,,,,
201905022201,Oberkampf-Filles du Calvaire,2,201905022223,21 mn,201905022224,22 mn,,,,,,,,,,,,,2,201905022203,1 mn,201905022204,3 mn,,,,,,,,,,,,,0,,,,
201905022201,Saint-Claude,2,201905022221,20 mn,201905022223,21 mn,,,,,,,,,,,,,2,201905022204,2 mn,201905022206,4 mn,,,,,,,,,,,,,0,,,,
201905022201,Saint-Gilles-Chemin Vert,2,201905022220,18 mn,201905022221,20 mn,,,,,,,,,,,,,2,201905022206,4 mn,201905022207,5 mn,,,,,,,,,,,,,0,,,,
201905022201,Bastille-Beaumarchais,2,201905022218,16 mn,201905022219,18 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905022201,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905022202,1 mn,201905022203,1 mn,,,,,,,,,,,,,0,,,,
201905022201,Lyon-Ledru Rollin,2,201905022214,12 mn,201905022215,13 mn,,,,,,,,,,,,,2,201905022205,3 mn,201905022205,3 mn,,,,,,,,,,,,,0,,,,
201905022201,Gare de Lyon-Diderot,2,201905022212,10 mn,201905022213,11 mn,,,,,,,,,,,,,2,201905022207,5 mn,201905022208,6 mn,,,,,,,,,,,,,0,,,,
201905022201,Quai de la Rapee,2,201905022211,9 mn,201905022220,18 mn,,,,,,,,,,,,,2,201905022208,7 mn,201905022209,7 mn,,,,,,,,,,,,,0,,,,
201905022201,Gare d'Austerlitz,2,201905022206,4 mn,201905022215,13 mn,,,,,,,,,,,,,2,201905022211,9 mn,201905022211,10 mn,,,,,,,,,,,,,0,,,,
201905022201,Saint-Marcel-La Pitie,2,201905022204,3 mn,201905022214,12 mn,,,,,,,,,,,,,2,201905022214,12 mn,201905022214,12 mn,,,,,,,,,,,,,0,,,,
201905022201,Saint-Marcel-Jeanne d'Arc,2,201905022203,1 mn,201905022212,10 mn,,,,,,,,,,,,,2,201905022216,14 mn,201905022216,14 mn,,,,,,,,,,,,,0,,,,
201905022201,Les Gobelins,2,201905022201,0 mn,201905022211,9 mn,,,,,,,,,,,,,2,201905022218,16 mn,201905022218,16 mn,,,,,,,,,,,,,0,,,,
201905022201,Port Royal-Berthollet,2,201905022208,6 mn,201905022225,24 mn,,,,,,,,,,,,,2,201905022220,18 mn,201905022220,19 mn,,,,,,,,,,,,,0,,,,
201905022201,Port Royal-Saint Jacques,2,201905022205,3 mn,201905022223,21 mn,,,,,,,,,,,,,2,201905022201,A l'arret,201905022202,0 mn,,,,,,,,,,,,,0,,,,
201905022201,Observatoire-Port Royal,2,201905022204,2 mn,201905022222,20 mn,,,,,,,,,,,,,2,201905022201,A l'arret,201905022203,1 mn,,,,,,,,,,,,,0,,,,
201905022201,Campagne Premiere,2,201905022203,1 mn,201905022221,19 mn,,,,,,,,,,,,,2,201905022202,0 mn,201905022204,2 mn,,,,,,,,,,,,,0,,,,
201905022201,Vavin,2,201905022201,A l'arret,201905022219,17 mn,,,,,,,,,,,,,2,201905022203,1 mn,201905022203,2 mn,,,,,,,,,,,,,0,,,,
201905022201,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905022201,A l'arret,201905022204,2 mn,,,,,,,,,,,,,0,,,,
201905022201,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905022203,1 mn,201905022206,4 mn,,,,,,,,,,,,,0,,,,
201905022201,Gare Montparnasse,2,201905022212,10 mn,201905022222,20 mn,,,,,,,,,,,,,2,201905022205,3 mn,201905022208,6 mn,,,,,,,,,,,,,0,,,,
201905022201,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905022205,3 mn,201905022215,13 mn,,,,,,,,,,,,,0,,,,
201905022201,Montparnasse,2,201905022217,15 mn,201905022226,24 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022201,Montparnasse 2-Gare Tgv,2,201905022210,8 mn,201905022220,18 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022201,Strasbourg-Magenta,2,201905022202,0 mn,201905022202,0 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022201,Armorique-Musee Postal,2,201905022211,9 mn,201905022221,19 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022202,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905022208,5 mn,201905022211,8 mn,,,,,,,,,,,,,0,,,,
201905022202,Valenciennes,2,201905022206,3 mn,201905022206,3 mn,,,,,,,,,,,,,2,201905022209,6 mn,201905022218,15 mn,,,,,,,,,,,,,0,,,,
201905022202,Gare de l'Est,2,201905022204,1 mn,201905022204,1 mn,,,,,,,,,,,,,2,201905022212,9 mn,201905022221,18 mn,,,,,,,,,,,,,0,,,,
201905022202,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905022213,10 mn,201905022222,20 mn,,,,,,,,,,,,,0,,,,
201905022202,Jacques Bonsergent,2,201905022230,27 mn,201905022231,28 mn,,,,,,,,,,,,,2,201905022203,1 mn,201905022203,1 mn,,,,,,,,,,,,,0,,,,
201905022202,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905022205,2 mn,201905022205,2 mn,,,,,,,,,,,,,0,,,,
201905022202,Republique,2,201905022227,25 mn,201905022228,25 mn,,,,,,,,,,,,,2,201905022206,3 mn,201905022206,4 mn,,,,,,,,,,,,,0,,,,
201905022202,Jean-Pierre Timbaud,2,201905022225,23 mn,201905022226,23 mn,,,,,,,,,,,,,2,201905022203,1 mn,201905022208,5 mn,,,,,,,,,,,,,0,,,,
201905022202,Oberkampf-Filles du Calvaire,2,201905022223,21 mn,201905022224,21 mn,,,,,,,,,,,,,2,201905022203,0 mn,201905022205,2 mn,,,,,,,,,,,,,0,,,,
201905022202,Saint-Claude,2,201905022222,19 mn,201905022223,20 mn,,,,,,,,,,,,,2,201905022204,1 mn,201905022206,4 mn,,,,,,,,,,,,,0,,,,
201905022202,Saint-Gilles-Chemin Vert,2,201905022221,18 mn,201905022221,18 mn,,,,,,,,,,,,,2,201905022205,3 mn,201905022208,5 mn,,,,,,,,,,,,,0,,,,
201905022202,Bastille-Beaumarchais,2,201905022219,16 mn,201905022219,16 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905022202,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905022203,0 mn,201905022203,0 mn,,,,,,,,,,,,,0,,,,
201905022202,Lyon-Ledru Rollin,2,201905022215,12 mn,201905022215,12 mn,,,,,,,,,,,,,2,201905022205,2 mn,201905022205,3 mn,,,,,,,,,,,,,0,,,,
201905022202,Gare de Lyon-Diderot,2,201905022212,10 mn,201905022213,10 mn,,,,,,,,,,,,,2,201905022208,5 mn,201905022208,5 mn,,,,,,,,,,,,,0,,,,
201905022202,Quai de la Rapee,2,201905022211,8 mn,201905022220,17 mn,,,,,,,,,,,,,2,201905022209,6 mn,201905022209,6 mn,,,,,,,,,,,,,0,,,,
201905022202,Gare d'Austerlitz,2,201905022207,4 mn,201905022215,13 mn,,,,,,,,,,,,,2,201905022211,9 mn,201905022212,9 mn,,,,,,,,,,,,,0,,,,
201905022202,Saint-Marcel-La Pitie,2,201905022205,2 mn,201905022214,11 mn,,,,,,,,,,,,,2,201905022214,11 mn,201905022214,12 mn,,,,,,,,,,,,,0,,,,
201905022202,Saint-Marcel-Jeanne d'Arc,2,201905022203,0 mn,201905022212,9 mn,,,,,,,,,,,,,2,201905022216,13 mn,201905022217,14 mn,,,,,,,,,,,,,0,,,,
201905022202,Les Gobelins,2,201905022202,A l'arret,201905022211,8 mn,,,,,,,,,,,,,2,201905022218,15 mn,201905022218,16 mn,,,,,,,,,,,,,0,,,,
201905022202,Port Royal-Berthollet,2,201905022208,5 mn,201905022216,14 mn,,,,,,,,,,,,,2,201905022221,18 mn,201905022221,18 mn,,,,,,,,,,,,,0,,,,
201905022202,Port Royal-Saint Jacques,2,201905022205,3 mn,201905022214,11 mn,,,,,,,,,,,,,2,201905022202,A l'arret,201905022223,20 mn,,,,,,,,,,,,,0,,,,
201905022202,Observatoire-Port Royal,2,201905022204,1 mn,201905022213,10 mn,,,,,,,,,,,,,2,201905022202,A l'arret,201905022224,21 mn,,,,,,,,,,,,,0,,,,
201905022202,Campagne Premiere,2,201905022203,0 mn,201905022212,9 mn,,,,,,,,,,,,,2,201905022203,0 mn,201905022203,1 mn,,,,,,,,,,,,,0,,,,
201905022202,Vavin,2,201905022210,7 mn,201905022219,16 mn,,,,,,,,,,,,,2,201905022202,0 mn,201905022204,1 mn,,,,,,,,,,,,,0,,,,
201905022202,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905022203,1 mn,201905022205,2 mn,,,,,,,,,,,,,0,,,,
201905022202,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905022203,0 mn,201905022206,3 mn,,,,,,,,,,,,,0,,,,
201905022202,Gare Montparnasse,2,201905022202,0 mn,201905022212,9 mn,,,,,,,,,,,,,2,201905022205,2 mn,201905022207,4 mn,,,,,,,,,,,,,0,,,,
201905022202,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905022205,2 mn,201905022215,12 mn,,,,,,,,,,,,,0,,,,
201905022202,Montparnasse,2,201905022207,5 mn,201905022217,14 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022202,Montparnasse 2-Gare Tgv,2,201905022210,7 mn,201905022220,17 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022202,Strasbourg-Magenta,2,201905022232,29 mn,201905022233,30 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022202,Armorique-Musee Postal,2,201905022211,8 mn,201905022221,18 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905022203,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905022207,4 mn,201905022211,7 mn,,,,,,,,,,,,,0,,,,
201905022203,Valenciennes,2,201905022205,2 mn,201905022206,2 mn,,,,,,,,,,,,,2,201905022209,5 mn,201905022218,14 mn,,,,,,,,,,,,,0,,,,
201905022203,Gare de l'Est,2,201905022203,0 mn,201905022204,0 mn,,,,,,,,,,,,,2,201905022212,8 mn,201905022221,17 mn,,,,,,,,,,,,,0,,,,
201905022203,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905022213,9 mn,201905022222,18 mn,,,,,,,,,,,,,0,,,,
201905022203,Jacques Bonsergent,2,201905022230,26 mn,201905022231,27 mn,,,,,,,,,,,,,2,201905022204,0 mn,201905022204,0 mn,,,,,,,,,,,,,0,,,,
201905022203,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905022205,2 mn,201905022206,2 mn,,,,,,,,,,,,,0,,,,
201905022203,Republique,2,201905022227,24 mn,201905022228,24 mn,,,,,,,,,,,,,2,201905022207,3 mn,201905022207,4 mn,,,,,,,,,,,,,0,,,,
201905022203,Jean-Pierre Timbaud,2,201905022225,21 mn,201905022226,22 mn,,,,,,,,,,,,,2,201905022204,0 mn,201905022208,4 mn,,,,,,,,,,,,,0,,,,
201905022203,Oberkampf-Filles du Calvaire,2,201905022223,20 mn,201905022224,20 mn,,,,,,,,,,,,,2,201905022205,1 mn,201905022210,6 mn,,,,,,,,,,,,,0,,,,
201905022203,Saint-Claude,2,201905022222,18 mn,201905022223,19 mn,,,,,,,,,,,,,2,201905022204,0 mn,201905022207,3 mn,,,,,,,,,,,,,0,,,,
201905022203,Saint-Gilles-Chemin Vert,2,201905022221,17 mn,201905022221,17 mn,,,,,,,,,,,,,2,201905022206,2 mn,201905022208,4 mn,,,,,,,,,,,,,0,,,,
201905022203,Bastille-Beaumarchais,2,201905022219,15 mn,201905022219,15 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905022203,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905022203,0 mn,201905022204,0 mn,,,,,,,,,,,,,0,,,,
201905022203,Lyon-Ledru Rollin,2,201905022215,11 mn,201905022215,11 mn,,,,,,,,,,,,,2,201905022206,2 mn,201905022206,2 mn,,,,,,,,,,,,,0,,,,
